;cod_modelo_color;cod_color_code;des_agrup_color_eng;des_fabric;des_product_category;des_product_family;des_filename
7132;57047756-99;99;GREY;P-PLANA;Dresses, jumpsuits and Complete set;Dresses;datathon/images/2023_57047756_99.jpg
7133;57077126-PL;PL;GREY;K-CIRCULAR;Tops;Tops;datathon/images/2023_57077126_PL.jpg
7134;57099121-05;05;WHITE;P-PLANA;Dresses, jumpsuits and Complete set;Dresses;datathon/images/2023_57099121_05.jpg
7135;41083009-02;02;WHITE;K-CIRCULAR;Tops;Tops;datathon/images/2019_41083009_02.jpg
7136;51080613-11;11;YELLOW;P-PLANA;Outerwear;Blazers;datathon/images/2019_51080613_11.jpg
7137;53030659-02;02;WHITE;P-PLANA;Dresses, jumpsuits and Complete set;Dresses;datathon/images/2019_53030659_02.jpg
7138;53060682-99;99;GREY;C-COMPLEMENTOS;Accesories, Swim and Intimate;Bags;datathon/images/2019_53060682_99.jpg
7139;51063704-69;69;BLUE;P-PLANA;Bottoms;Trousers;datathon/images/2019_51063704_69.jpg
7140;53083704-99;99;GREY;L-PIEL;Dresses, jumpsuits and Complete set;Dresses;datathon/images/2019_53083704_99.jpg
7141;53067658-08;08;WHITE;P-PLANA;Outerwear;Jackets;datathon/images/2019_53067658_08.jpg
7142;51090750-07;07;WHITE;P-PLANA;Bottoms;Skirts;datathon/images/2019_51090750_07.jpg
7143;53045718-99;99;GREY;T-TRICOT;Tops;Sweater;datathon/images/2019_53045718_99.jpg
7144;51050933-15;15;YELLOW;P-PLANA;Bottoms;Trousers;datathon/images/2019_51050933_15.jpg
7145;51041070-02;02;WHITE;K-CIRCULAR;Tops;T-shirt;datathon/images/2019_51041070_02.jpg
7146;53003779-OR;OR;WHITE;C-COMPLEMENTOS;Accesories, Swim and Intimate;Jewellery;datathon/images/2019_53003779_OR.jpg
7147;53093782-CU;CU;BROWN;C-COMPLEMENTOS;Accesories, Swim and Intimate;Bags;datathon/images/2019_53093782_CU.jpg
7148;53065753-37;37;BROWN;C-COMPLEMENTOS;Accesories, Swim and Intimate;Wallets & cases;datathon/images/2019_53065753_37.jpg
7149;51025759-99;99;GREY;P-PLANA;Tops;Shirt;datathon/images/2019_51025759_99.jpg
7150;53055030-37;37;BROWN;J-JEANS;Dresses, jumpsuits and Complete set;Jumpsuit;datathon/images/2019_53055030_37.jpg
7151;53045776-32;32;BROWN;C-COMPLEMENTOS;Accesories, Swim and Intimate;Bags;datathon/images/2019_53045776_32.jpg
7152;53005788-99;99;GREY;C-COMPLEMENTOS;Accesories, Swim and Intimate;Bags;datathon/images/2019_53005788_99.jpg
7153;57037654-43;43;GREEN;C-COMPLEMENTOS;Accesories, Swim and Intimate;Footwear;datathon/images/2019_57037654_43.jpg
7154;57087885-99;99;GREY;P-PLANA;Tops;Shirt;datathon/images/2019_57087885_99.jpg
7155;57009207-94;94;GREY;T-TRICOT;Tops;Sweater;datathon/images/2019_57009207_94.jpg
7156;47015920-32;32;BROWN;C-COMPLEMENTOS;Accesories, Swim and Intimate;Glasses;datathon/images/2023_47015920_32.jpg
7157;47014031-20;20;ORANGE;C-COMPLEMENTOS;Accesories, Swim and Intimate;Hats, scarves and gloves;datathon/images/2023_47014031_20.jpg
7158;57050030-01;01;WHITE;C-COMPLEMENTOS;Accesories, Swim and Intimate;Footwear;datathon/images/2023_57050030_01.jpg
7159;57010038-99;99;GREY;C-COMPLEMENTOS;Accesories, Swim and Intimate;Footwear;datathon/images/2023_57010038_99.jpg
7160;57040077-02;02;WHITE;C-COMPLEMENTOS;Accesories, Swim and Intimate;Bags;datathon/images/2023_57040077_02.jpg
7161;57002519-52;52;BLUE;C-COMPLEMENTOS;Accesories, Swim and Intimate;Bags;datathon/images/2023_57002519_52.jpg
7162;57045136-99;99;GREY;P-PLANA;Outerwear;Jackets;datathon/images/2023_57045136_99.jpg
7163;57050437-PL;PL;GREY;C-COMPLEMENTOS;Accesories, Swim and Intimate;Jewellery;datathon/images/2023_57050437_PL.jpg
7164;57064008-56;56;BLUE;K-CIRCULAR;Tops;Sweatshirts;datathon/images/2023_57064008_56.jpg
7165;57010951-99;99;GREY;K-CIRCULAR;Tops;T-shirt;datathon/images/2023_57010951_99.jpg
7166;57083799-99;99;GREY;K-CIRCULAR;Dresses, jumpsuits and Complete set;Dresses;datathon/images/2023_57083799_99.jpg
7167;57044015-08;08;WHITE;P-PLANA;Dresses, jumpsuits and Complete set;Dresses;datathon/images/2023_57044015_08.jpg
7168;57050480-02;02;WHITE;P-PLANA;Dresses, jumpsuits and Complete set;Dresses;datathon/images/2023_57050480_02.jpg
7169;57001089-05;05;WHITE;P-PLANA;Dresses, jumpsuits and Complete set;Jumpsuit;datathon/images/2023_57001089_05.jpg
7170;57001110-01;01;WHITE;P-PLANA;Dresses, jumpsuits and Complete set;Dresses;datathon/images/2023_57001110_01.jpg
7171;57013817-02;02;WHITE;P-PLANA;Tops;Shirt;datathon/images/2023_57013817_02.jpg
7172;57095143-09;09;WHITE;C-COMPLEMENTOS;Accesories, Swim and Intimate;Footwear;datathon/images/2023_57095143_09.jpg
7173;57055981-08;08;WHITE;P-PLANA;Dresses, jumpsuits and Complete set;Dresses;datathon/images/2023_57055981_08.jpg
7174;57005802-06;06;WHITE;T-TRICOT;Tops;Sweater;datathon/images/2023_57005802_06.jpg
7175;57074432-08;08;WHITE;K-CIRCULAR;Outerwear;Jackets;datathon/images/2023_57074432_08.jpg
7176;57017726-09;09;WHITE;T-TRICOT;Tops;Sweater;datathon/images/2023_57017726_09.jpg
7177;57063822-88;88;PINK;P-PLANA;Bottoms;Skirts;datathon/images/2023_57063822_88.jpg
7178;57077750-OR;OR;WHITE;C-COMPLEMENTOS;Accesories, Swim and Intimate;Jewellery;datathon/images/2023_57077750_OR.jpg
7179;57017758-52;52;BLUE;T-TRICOT;Tops;Cardigans;datathon/images/2023_57017758_52.jpg
7180;57099122-05;05;WHITE;J-JEANS;Bottoms;Jeans;datathon/images/2023_57099122_05.jpg
7181;43035799-09;09;WHITE;C-COMPLEMENTOS;Accesories, Swim and Intimate;Bags;datathon/images/2019_43035799_09.jpg
7182;53010617-81;81;PINK;C-COMPLEMENTOS;Accesories, Swim and Intimate;Wallets & cases;datathon/images/2019_53010617_81.jpg
7183;53080916-TM;TM;BLUE;J-JEANS;Dresses, jumpsuits and Complete set;Jumpsuit;datathon/images/2019_53080916_TM.jpg
7184;53043047-37;37;BROWN;P-PLANA;Dresses, jumpsuits and Complete set;Dresses;datathon/images/2019_53043047_37.jpg
7185;53053764-99;99;GREY;P-PLANA;Tops;Shirt;datathon/images/2019_53053764_99.jpg
7186;53083776-70;70;RED;P-PLANA;Bottoms;Skirts;datathon/images/2019_53083776_70.jpg
7187;51075026-49;49;GREEN;P-PLANA;Outerwear;Blazers;datathon/images/2019_51075026_49.jpg
7188;53045739-05;05;WHITE;T-TRICOT;Tops;Sweater;datathon/images/2019_53045739_05.jpg
7189;53065744-43;43;GREEN;P-PLANA;Tops;Shirt;datathon/images/2019_53065744_43.jpg
7190;51045032-99;99;GREY;P-PLANA;Tops;Shirt;datathon/images/2019_51045032_99.jpg
7191;53045036-02;02;WHITE;P-PLANA;Dresses, jumpsuits and Complete set;Dresses;datathon/images/2019_53045036_02.jpg
7192;57006705-99;99;GREY;C-COMPLEMENTOS;Accesories, Swim and Intimate;Footwear;datathon/images/2019_57006705_99.jpg
7193;53063794-02;02;WHITE;K-CIRCULAR;Outerwear;Jackets;datathon/images/2019_53063794_02.jpg
7194;57005944-OR;OR;WHITE;C-COMPLEMENTOS;Accesories, Swim and Intimate;Jewellery;datathon/images/2019_57005944_OR.jpg
7195;53065024-43;43;GREEN;P-PLANA;Bottoms;Skirts;datathon/images/2019_53065024_43.jpg
7196;57045922-99;99;GREY;C-COMPLEMENTOS;Accesories, Swim and Intimate;Jewellery;datathon/images/2019_57045922_99.jpg
7197;57035923-99;99;GREY;P-PLANA;Dresses, jumpsuits and Complete set;Dresses;datathon/images/2019_57035923_99.jpg
7198;57066704-99;99;GREY;P-PLANA;Dresses, jumpsuits and Complete set;Dresses;datathon/images/2019_57066704_99.jpg
7199;57025925-30;30;BROWN;P-PLANA;Dresses, jumpsuits and Complete set;Dresses;datathon/images/2019_57025925_30.jpg
7200;57097883-70;70;RED;T-TRICOT;Dresses, jumpsuits and Complete set;Dresses;datathon/images/2019_57097883_70.jpg
7201;57085941-32;32;BROWN;C-COMPLEMENTOS;Accesories, Swim and Intimate;Footwear;datathon/images/2019_57085941_32.jpg
7202;57079209-99;99;GREY;K-CIRCULAR;Tops;Tops;datathon/images/2019_57079209_99.jpg
7203;57058262-08;08;WHITE;T-TRICOT;Tops;Sweater;datathon/images/2019_57058262_08.jpg
7204;37010741-37;37;BROWN;C-COMPLEMENTOS;Accesories, Swim and Intimate;Footwear;datathon/images/2022_37010741_37.jpg
7205;47024032-CU;CU;BROWN;C-COMPLEMENTOS;Accesories, Swim and Intimate;Bags;datathon/images/2023_47024032_CU.jpg
7206;47026304-32;32;BROWN;P-PLANA;Bottoms;Trousers;datathon/images/2023_47026304_32.jpg
7207;47045849-01;01;WHITE;C-COMPLEMENTOS;Accesories, Swim and Intimate;Jewellery;datathon/images/2023_47045849_01.jpg
7208;47095845-65;65;PURPLE;C-COMPLEMENTOS;Accesories, Swim and Intimate;Jewellery;datathon/images/2023_47095845_65.jpg
7209;47057846-99;99;GREY;C-COMPLEMENTOS;Accesories, Swim and Intimate;Bags;datathon/images/2023_47057846_99.jpg
7210;57022881-50;50;BLUE;T-TRICOT;Tops;Tops;datathon/images/2023_57022881_50.jpg
7211;57022886-69;69;BLUE;P-PLANA;Dresses, jumpsuits and Complete set;Dresses;datathon/images/2023_57022886_69.jpg
7212;57083797-99;99;GREY;O-POLIPIEL;Outerwear;Jackets;datathon/images/2023_57083797_99.jpg
7213;57032887-99;99;GREY;K-CIRCULAR;Dresses, jumpsuits and Complete set;Dresses;datathon/images/2023_57032887_99.jpg
7214;57014768-05;05;WHITE;C-COMPLEMENTOS;Accesories, Swim and Intimate;Hats, scarves and gloves;datathon/images/2023_57014768_05.jpg
7215;57013806-81;81;PINK;T-TRICOT;Tops;Sweater;datathon/images/2023_57013806_81.jpg
7216;57034022-99;99;GREY;C-COMPLEMENTOS;Accesories, Swim and Intimate;Hats, scarves and gloves;datathon/images/2023_57034022_99.jpg
7217;57084408-35;35;BROWN;T-TRICOT;Outerwear;Coats;datathon/images/2023_57084408_35.jpg
7218;57034026-30;30;BROWN;C-COMPLEMENTOS;Accesories, Swim and Intimate;Belts and Ties;datathon/images/2023_57034026_30.jpg
7219;57071168-OR;OR;WHITE;C-COMPLEMENTOS;Accesories, Swim and Intimate;Jewellery;datathon/images/2023_57071168_OR.jpg
7220;57043803-09;09;WHITE;P-PLANA;Bottoms;Trousers;datathon/images/2023_57043803_09.jpg
7221;57004432-99;99;GREY;C-COMPLEMENTOS;Accesories, Swim and Intimate;Bags;datathon/images/2023_57004432_99.jpg
7222;57003824-TM;TM;BLUE;J-JEANS;Bottoms;Jeans;datathon/images/2023_57003824_TM.jpg
7223;57025807-37;37;BROWN;C-COMPLEMENTOS;Accesories, Swim and Intimate;Bags;datathon/images/2023_57025807_37.jpg
7224;57050311-94;94;GREY;T-TRICOT;Tops;Cardigans;datathon/images/2023_57050311_94.jpg
7225;57096312-99;99;GREY;K-CIRCULAR;Outerwear;Jackets;datathon/images/2023_57096312_99.jpg
7226;57058267-99;99;GREY;P-PLANA;Dresses, jumpsuits and Complete set;Jumpsuit;datathon/images/2023_57058267_99.jpg
7227;57054435-99;99;GREY;K-CIRCULAR;Dresses, jumpsuits and Complete set;Dresses;datathon/images/2023_57054435_99.jpg
7228;57098271-43;43;GREEN;C-COMPLEMENTOS;Accesories, Swim and Intimate;Bags;datathon/images/2023_57098271_43.jpg
7229;57050464-88;88;PINK;K-CIRCULAR;Dresses, jumpsuits and Complete set;Dresses;datathon/images/2023_57050464_88.jpg
7230;43005808-01;01;WHITE;C-COMPLEMENTOS;Accesories, Swim and Intimate;Jewellery;datathon/images/2019_43005808_01.jpg
7231;51000637-37;37;BROWN;K-CIRCULAR;Tops;T-shirt;datathon/images/2019_51000637_37.jpg
7232;53060634-70;70;RED;K-CIRCULAR;Dresses, jumpsuits and Complete set;Dresses;datathon/images/2019_53060634_70.jpg
7233;51053024-99;99;GREY;P-PLANA;Bottoms;Trousers;datathon/images/2019_51053024_99.jpg
7234;53030685-70;70;RED;C-COMPLEMENTOS;Accesories, Swim and Intimate;Jewellery;datathon/images/2019_53030685_70.jpg
7235;53063706-08;08;WHITE;P-PLANA;Bottoms;Shorts;datathon/images/2019_53063706_08.jpg
7236;53060824-68;68;PURPLE;K-CIRCULAR;Tops;Cardigans;datathon/images/2019_53060824_68.jpg
7237;51023740-79;79;RED;K-CIRCULAR;Tops;T-shirt;datathon/images/2019_51023740_79.jpg
7238;53020986-02;02;WHITE;K-CIRCULAR;Tops;Tops;datathon/images/2019_53020986_02.jpg
7239;53033754-52;52;BLUE;C-COMPLEMENTOS;Accesories, Swim and Intimate;Jewellery;datathon/images/2019_53033754_52.jpg
7240;51075762-05;05;WHITE;K-CIRCULAR;Tops;Sweatshirts;datathon/images/2019_51075762_05.jpg
7241;53065781-08;08;WHITE;T-TRICOT;Outerwear;Coats;datathon/images/2019_53065781_08.jpg
7242;57074379-79;79;RED;P-PLANA;Dresses, jumpsuits and Complete set;Dresses;datathon/images/2019_57074379_79.jpg
7243;57075929-99;99;GREY;P-PLANA;Tops;Shirt;datathon/images/2019_57075929_99.jpg
7244;57057887-99;99;GREY;K-CIRCULAR;Bottoms;Skirts;datathon/images/2019_57057887_99.jpg
7245;47085851-99;99;GREY;C-COMPLEMENTOS;Accesories, Swim and Intimate;Wallets & cases;datathon/images/2023_47085851_99.jpg
7246;57010006-99;99;GREY;C-COMPLEMENTOS;Accesories, Swim and Intimate;Footwear;datathon/images/2023_57010006_99.jpg
7247;57040094-56;56;BLUE;C-COMPLEMENTOS;Accesories, Swim and Intimate;Belts and Ties;datathon/images/2023_57040094_56.jpg
7248;57062505-30;30;BROWN;K-CIRCULAR;Tops;T-shirt;datathon/images/2023_57062505_30.jpg
7249;47079202-65;65;PURPLE;T-TRICOT;Tops;Tops;datathon/images/2023_47079202_65.jpg
7250;57002514-99;99;GREY;C-COMPLEMENTOS;Accesories, Swim and Intimate;Bags;datathon/images/2023_57002514_99.jpg
7251;57001026-99;99;GREY;C-COMPLEMENTOS;Accesories, Swim and Intimate;Wallets & cases;datathon/images/2023_57001026_99.jpg
7252;57030150-81;81;PINK;J-JEANS;Bottoms;Shorts;datathon/images/2023_57030150_81.jpg
7253;47008652-99;99;GREY;P-PLANA;Dresses, jumpsuits and Complete set;Dresses;datathon/images/2023_47008652_99.jpg
7254;57082002-80;80;PINK;C-COMPLEMENTOS;Accesories, Swim and Intimate;Footwear;datathon/images/2023_57082002_80.jpg
7255;57050467-12;12;YELLOW;K-CIRCULAR;Dresses, jumpsuits and Complete set;Dresses;datathon/images/2023_57050467_12.jpg
7256;57064406-43;43;GREEN;T-TRICOT;Tops;Sweater;datathon/images/2023_57064406_43.jpg
7257;57043806-69;69;BLUE;K-CIRCULAR;Bottoms;Skirts;datathon/images/2023_57043806_69.jpg
7258;57065790-02;02;WHITE;K-CIRCULAR;Tops;Tops;datathon/images/2023_57065790_02.jpg
7259;57075791-09;09;WHITE;P-PLANA;Dresses, jumpsuits and Complete set;Dresses;datathon/images/2023_57075791_09.jpg
7260;57015807-81;81;PINK;T-TRICOT;Tops;Sweater;datathon/images/2023_57015807_81.jpg
7261;57046016-05;05;WHITE;P-PLANA;Bottoms;Skirts;datathon/images/2023_57046016_05.jpg
7262;57005823-56;56;BLUE;T-TRICOT;Tops;Sweater;datathon/images/2023_57005823_56.jpg
7263;57096025-99;99;GREY;P-PLANA;Bottoms;Trousers;datathon/images/2023_57096025_99.jpg
7264;67040356-PL;PL;GREY;C-COMPLEMENTOS;Accesories, Swim and Intimate;Jewellery;datathon/images/2024_67040356_PL.jpg
7265;57027758-43;43;GREEN;K-CIRCULAR;Tops;T-shirt;datathon/images/2023_57027758_43.jpg
7266;53040521-07;07;WHITE;C-COMPLEMENTOS;Accesories, Swim and Intimate;Footwear;datathon/images/2019_53040521_07.jpg
7267;44045825-OR;OR;WHITE;C-COMPLEMENTOS;Accesories, Swim and Intimate;Belts and Ties;datathon/images/2019_44045825_OR.jpg
7268;53080544-05;05;WHITE;T-TRICOT;Tops;Tops;datathon/images/2019_53080544_05.jpg
7269;53060583-85;85;PINK;T-TRICOT;Tops;Sweater;datathon/images/2019_53060583_85.jpg
7270;53020670-76;76;RED;K-CIRCULAR;Tops;T-shirt;datathon/images/2019_53020670_76.jpg
7271;53053712-07;07;WHITE;T-TRICOT;Tops;Tops;datathon/images/2019_53053712_07.jpg
7272;53060910-70;70;RED;K-CIRCULAR;Bottoms;Trousers;datathon/images/2019_53060910_70.jpg
7273;53010935-02;02;WHITE;K-CIRCULAR;Tops;T-shirt;datathon/images/2019_53010935_02.jpg
7274;53000995-99;99;GREY;K-CIRCULAR;Tops;T-shirt;datathon/images/2019_53000995_99.jpg
7275;53043751-15;15;YELLOW;P-PLANA;Bottoms;Trousers;datathon/images/2019_53043751_15.jpg
7276;51055748-99;99;GREY;P-PLANA;Tops;Shirt;datathon/images/2019_51055748_99.jpg
7277;51063777-99;99;GREY;P-PLANA;Dresses, jumpsuits and Complete set;Dresses;datathon/images/2019_51063777_99.jpg
7278;53073791-08;08;WHITE;K-CIRCULAR;Tops;Tops;datathon/images/2019_53073791_08.jpg
7279;53003793-99;99;GREY;K-CIRCULAR;Tops;T-shirt;datathon/images/2019_53003793_99.jpg
7280;53025037-37;37;BROWN;T-TRICOT;Tops;Sweater;datathon/images/2019_53025037_37.jpg
7281;53085756-06;06;WHITE;T-TRICOT;Dresses, jumpsuits and Complete set;Dresses;datathon/images/2019_53085756_06.jpg
7282;57095937-37;37;BROWN;K-CIRCULAR;Tops;T-shirt;datathon/images/2019_57095937_37.jpg
7283;57058630-52;52;BLUE;P-PLANA;Dresses, jumpsuits and Complete set;Dresses;datathon/images/2019_57058630_52.jpg
7284;57007899-99;99;GREY;K-CIRCULAR;Tops;T-shirt;datathon/images/2019_57007899_99.jpg
7285;57019220-99;99;GREY;K-CIRCULAR;Tops;T-shirt;datathon/images/2019_57019220_99.jpg
7286;57037704-92;92;GREY;P-PLANA;Tops;Shirt;datathon/images/2019_57037704_92.jpg
7287;47091269-TN;TN;GREY;J-JEANS;Bottoms;Jeans;datathon/images/2023_47091269_TN.jpg
7288;47005929-OR;OR;WHITE;C-COMPLEMENTOS;Accesories, Swim and Intimate;Footwear;datathon/images/2023_47005929_OR.jpg
7289;47067110-PL;PL;GREY;C-COMPLEMENTOS;Accesories, Swim and Intimate;Belts and Ties;datathon/images/2023_47067110_PL.jpg
7290;57000034-99;99;GREY;C-COMPLEMENTOS;Accesories, Swim and Intimate;Footwear;datathon/images/2023_57000034_99.jpg
7291;57040579-32;32;BROWN;C-COMPLEMENTOS;Accesories, Swim and Intimate;Glasses;datathon/images/2023_57040579_32.jpg
7292;47029604-06;06;WHITE;T-TRICOT;Tops;Tops;datathon/images/2023_47029604_06.jpg
7293;57050076-OR;OR;WHITE;C-COMPLEMENTOS;Accesories, Swim and Intimate;Jewellery;datathon/images/2023_57050076_OR.jpg
7294;47075965-80;80;PINK;C-COMPLEMENTOS;Accesories, Swim and Intimate;Footwear;datathon/images/2023_47075965_80.jpg
7295;57050276-52;52;BLUE;P-PLANA;Dresses, jumpsuits and Complete set;Dresses;datathon/images/2023_57050276_52.jpg
7296;57010770-15;15;YELLOW;C-COMPLEMENTOS;Accesories, Swim and Intimate;Bags;datathon/images/2023_57010770_15.jpg
7297;57040449-52;52;BLUE;C-COMPLEMENTOS;Accesories, Swim and Intimate;Bags;datathon/images/2023_57040449_52.jpg
7298;57053799-46;46;BLUE;P-PLANA;Dresses, jumpsuits and Complete set;Dresses;datathon/images/2023_57053799_46.jpg
7299;57092002-52;52;BLUE;P-PLANA;Dresses, jumpsuits and Complete set;Dresses;datathon/images/2023_57092002_52.jpg
7300;57082895-02;02;WHITE;J-JEANS;Bottoms;Trousers;datathon/images/2023_57082895_02.jpg
7301;57025978-99;99;GREY;C-COMPLEMENTOS;Accesories, Swim and Intimate;Footwear;datathon/images/2023_57025978_99.jpg
7302;57066716-94;94;GREY;P-PLANA;Bottoms;Trousers;datathon/images/2023_57066716_94.jpg
7303;57050028-99;99;GREY;C-COMPLEMENTOS;Accesories, Swim and Intimate;Belts and Ties;datathon/images/2023_57050028_99.jpg
7304;57005805-99;99;GREY;T-TRICOT;Tops;Sweater;datathon/images/2023_57005805_99.jpg
7305;57017719-05;05;WHITE;P-PLANA;Tops;Shirt;datathon/images/2023_57017719_05.jpg
7306;57097718-05;05;WHITE;P-PLANA;Tops;Shirt;datathon/images/2023_57097718_05.jpg
7307;57094429-02;02;WHITE;P-PLANA;Accesories, Swim and Intimate;Intimate;datathon/images/2023_57094429_02.jpg
7308;57047725-06;06;WHITE;T-TRICOT;Dresses, jumpsuits and Complete set;Dresses;datathon/images/2023_57047725_06.jpg
7309;57046015-99;99;GREY;P-PLANA;Bottoms;Trousers;datathon/images/2023_57046015_99.jpg
7310;57047737-01;01;WHITE;K-CIRCULAR;Tops;T-shirt;datathon/images/2023_57047737_01.jpg
7311;57047737-30;30;BROWN;K-CIRCULAR;Tops;T-shirt;datathon/images/2023_57047737_30.jpg
7312;57057759-70;70;RED;P-PLANA;Outerwear;Coats;datathon/images/2023_57057759_70.jpg
7313;57077759-99;99;GREY;P-PLANA;Dresses, jumpsuits and Complete set;Dresses;datathon/images/2023_57077759_99.jpg
7314;43093712-OR;OR;WHITE;C-COMPLEMENTOS;Accesories, Swim and Intimate;Glasses;datathon/images/2019_43093712_OR.jpg
7315;53083022-70;70;RED;P-PLANA;Dresses, jumpsuits and Complete set;Dresses;datathon/images/2019_53083022_70.jpg
7316;53080604-70;70;RED;T-TRICOT;Tops;Cardigans;datathon/images/2019_53080604_70.jpg
7317;53060634-06;06;WHITE;K-CIRCULAR;Dresses, jumpsuits and Complete set;Dresses;datathon/images/2019_53060634_06.jpg
7318;43057797-07;07;WHITE;T-TRICOT;Bottoms;Skirts;datathon/images/2019_43057797_07.jpg
7319;53040623-99;99;GREY;K-CIRCULAR;Tops;Tops;datathon/images/2019_53040623_99.jpg
7320;53060609-02;02;WHITE;P-PLANA;Tops;Shirt;datathon/images/2019_53060609_02.jpg
7321;53090673-99;99;GREY;C-COMPLEMENTOS;Accesories, Swim and Intimate;Footwear;datathon/images/2019_53090673_99.jpg
7322;51067657-99;99;GREY;P-PLANA;Outerwear;Coats;datathon/images/2019_51067657_99.jpg
7323;51040615-08;08;WHITE;P-PLANA;Bottoms;Shorts;datathon/images/2019_51040615_08.jpg
7324;51025722-99;99;GREY;P-PLANA;Outerwear;Coats;datathon/images/2019_51025722_99.jpg
7325;53033039-20;20;ORANGE;P-PLANA;Dresses, jumpsuits and Complete set;Dresses;datathon/images/2019_53033039_20.jpg
7326;53043712-91;91;GREY;T-TRICOT;Tops;Cardigans;datathon/images/2019_53043712_91.jpg
7327;53043732-43;43;GREEN;K-CIRCULAR;Tops;T-shirt;datathon/images/2019_53043732_43.jpg
7328;53023757-99;99;GREY;P-PLANA;Dresses, jumpsuits and Complete set;Dresses;datathon/images/2019_53023757_99.jpg
7329;57007879-95;95;GREY;P-PLANA;Bottoms;Trousers;datathon/images/2019_57007879_95.jpg
7330;57015550-50;50;BLUE;P-PLANA;Dresses, jumpsuits and Complete set;Dresses;datathon/images/2019_57015550_50.jpg
7331;57007889-32;32;BROWN;C-COMPLEMENTOS;Accesories, Swim and Intimate;Jewellery;datathon/images/2019_57007889_32.jpg
7332;57094382-99;99;GREY;P-PLANA;Dresses, jumpsuits and Complete set;Dresses;datathon/images/2019_57094382_99.jpg
7333;57087686-99;99;GREY;P-PLANA;Tops;Shirt;datathon/images/2019_57087686_99.jpg
7334;57017895-06;06;WHITE;T-TRICOT;Tops;Sweater;datathon/images/2019_57017895_06.jpg
7335;47035872-TM;TM;BLUE;J-JEANS;Bottoms;Jeans;datathon/images/2023_47035872_TM.jpg
7336;47037119-05;05;WHITE;T-TRICOT;Tops;Sweater;datathon/images/2023_47037119_05.jpg
7337;47097122-TN;TN;GREY;J-JEANS;Bottoms;Shorts;datathon/images/2023_47097122_TN.jpg
7338;57040047-OR;OR;WHITE;C-COMPLEMENTOS;Accesories, Swim and Intimate;Jewellery;datathon/images/2023_57040047_OR.jpg
7339;57010613-32;32;BROWN;C-COMPLEMENTOS;Accesories, Swim and Intimate;Glasses;datathon/images/2023_57010613_32.jpg
7340;57010636-99;99;GREY;P-PLANA;Bottoms;Trousers;datathon/images/2023_57010636_99.jpg
7341;57020193-43;43;GREEN;P-PLANA;Dresses, jumpsuits and Complete set;Jumpsuit;datathon/images/2023_57020193_43.jpg
7342;57010274-OR;OR;WHITE;C-COMPLEMENTOS;Accesories, Swim and Intimate;Jewellery;datathon/images/2023_57010274_OR.jpg
7343;57029404-02;02;WHITE;P-PLANA;Tops;Shirt;datathon/images/2023_57029404_02.jpg
7344;57040358-01;01;WHITE;C-COMPLEMENTOS;Accesories, Swim and Intimate;Footwear;datathon/images/2023_57040358_01.jpg
7345;57050284-43;43;GREEN;P-PLANA;Dresses, jumpsuits and Complete set;Dresses;datathon/images/2023_57050284_43.jpg
7346;57010317-01;01;WHITE;K-CIRCULAR;Tops;T-shirt;datathon/images/2023_57010317_01.jpg
7347;57029404-98;98;GREY;P-PLANA;Tops;Shirt;datathon/images/2023_57029404_98.jpg
7348;57032003-99;99;GREY;C-COMPLEMENTOS;Accesories, Swim and Intimate;Footwear;datathon/images/2023_57032003_99.jpg
7349;57020453-15;15;YELLOW;T-TRICOT;Dresses, jumpsuits and Complete set;Dresses;datathon/images/2023_57020453_15.jpg
7350;57064028-09;09;WHITE;C-COMPLEMENTOS;Accesories, Swim and Intimate;Bags;datathon/images/2023_57064028_09.jpg
7351;57050184-99;99;GREY;C-COMPLEMENTOS;Accesories, Swim and Intimate;Bags;datathon/images/2023_57050184_99.jpg
7352;57038267-99;99;GREY;P-PLANA;Outerwear;Puffer coats;datathon/images/2023_57038267_99.jpg
7353;57005804-99;99;GREY;T-TRICOT;Tops;Sweater;datathon/images/2023_57005804_99.jpg
7354;57044426-TM;TM;BLUE;J-JEANS;Bottoms;Jeans;datathon/images/2023_57044426_TM.jpg
7355;57037751-99;99;GREY;C-COMPLEMENTOS;Accesories, Swim and Intimate;Bags;datathon/images/2023_57037751_99.jpg
7356;43013764-01;01;WHITE;C-COMPLEMENTOS;Accesories, Swim and Intimate;Bags;datathon/images/2019_43013764_01.jpg
7357;53080681-20;20;ORANGE;C-COMPLEMENTOS;Accesories, Swim and Intimate;Bags;datathon/images/2019_53080681_20.jpg
7358;53070710-OR;OR;WHITE;C-COMPLEMENTOS;Accesories, Swim and Intimate;Jewellery;datathon/images/2019_53070710_OR.jpg
7359;51080753-70;70;RED;P-PLANA;Bottoms;Shorts;datathon/images/2019_51080753_70.jpg
7360;51023711-02;02;WHITE;P-PLANA;Tops;Shirt;datathon/images/2019_51023711_02.jpg
7361;53090764-99;99;GREY;K-CIRCULAR;Tops;T-shirt;datathon/images/2019_53090764_99.jpg
7362;53000876-70;70;RED;K-CIRCULAR;Tops;T-shirt;datathon/images/2019_53000876_70.jpg
7363;53010921-01;01;WHITE;P-PLANA;Dresses, jumpsuits and Complete set;Dresses;datathon/images/2019_53010921_01.jpg
7364;51053041-11;11;YELLOW;P-PLANA;Dresses, jumpsuits and Complete set;Dresses;datathon/images/2019_51053041_11.jpg
